wine,year,winery,price,bottle,type_wine,type_wine_details,grapes,num_varieties,type_agriculture,region,region_gi,alcohol_content,tasting_notes,customer_reviews,customer_reviews_number,parker_score,parker_score_num,penin_score,image,url
Emilio Moro 2020,2020,Emilio Moro,22.0,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.5,balanced fresh crunchy good_acidity long_finish primary floral_scents ageing honey toasted_bread,4.4,45.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/emmoc19_anv800_1650351337.png,https://www.vinissimus.com/en/wine/emilio-moro/
Campo Viejo Blanco 2022,2022,Bodegas Campo Viejo,8.9,0.75,White,White,Viura,Varietal,Conventional,La Rioja,Rioja,12.5,good_entry fresh balanced velvety_tannins sweet_tannins tasty easy_to_drink powerful complex fruit red_fruit cherries mineral spicy nutmeg cinnamon cocoa balsamic,4.4,18.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cvieb21_anv800_1662040115.png,https://www.vinissimus.com/en/wine/campo-viejo-blanco/
Faustino V Blanco 2021,2021,Bodegas Faustino,8.4,0.75,White,White,Viura,Blend,Conventional,Euskadi,Rioja,12.5,fleshy fresh vivacious flavoursome elegant pleasant fruit red_fruit raspberry strawberries floral_scents aniseed,4.8,23.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/fauvb20_anv800_1632146733.png,https://www.vinissimus.com/en/wine/faustino-v-blanco/
Faustino V Blanco 2021,2021,Bodegas Faustino,8.4,0.75,White,White,Chardonnay,Blend,Conventional,Euskadi,Rioja,12.5,fleshy fresh vivacious flavoursome elegant pleasant fruit red_fruit raspberry strawberries floral_scents aniseed,4.8,23.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/fauvb20_anv800_1632146733.png,https://www.vinissimus.com/en/wine/faustino-v-blanco/
Protos Roble 2021,2021,Bodegas Protos,13.4,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.0,silky voluminous warm robust elegant long balsamic compotes marmalades elegant sweet_spices vanilla toffee balsamic fruit jam ripe_red_fruit liquorice cocoa,4.3,68.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/prorb21_anv800_1687965913.png,https://www.vinissimus.com/en/wine/protos-roble/
Rioja Bordón Blanco 2022,2022,Bodegas Franco Españolas,9.95,0.75,White,White,Viura,Varietal,Conventional,La Rioja,Rioja,12.5,powerful balanced warm rounded_tannins smooth_tannins fruit fruit_of_the_forest red_fruit mineral spicy balsamic,5.0,5.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/riobr22_anv800.png,https://www.vinissimus.com/en/wine/rioja-bordon-blanco/
Marina Alta 2022,2022,Bodega Bocopa,9.2,0.75,White,White,Muscat of Alexandria,Varietal,Conventional,Comunidad Valenciana,Alicante,11.0,structured elegant full with_personality fruit ageing,4.7,35.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/maral22_anv800.png,https://www.vinissimus.com/en/wine/marina-alta/
Barón de Ley Reserva 2018,2018,Barón de Ley,13.0,0.75,Red,Red,Tempranillo,Varietal,Conventional,La Rioja,Rioja,14.5,fresh smooth red_fruit liquorice,4.5,55.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bleyr17_anv800_1638529916.png,https://www.vinissimus.com/en/wine/baron-de-ley-reserva/
Dehesa la Granja 2019,2019,Dehesa La Granja,14.0,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Castile and León,14.5,full fresh rounded redcurrants raspberry nutmeg spices mineral,4.5,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/delgr9_anv800.png,https://www.vinissimus.com/en/wine/dehesa-la-granja/
Anna de Codorníu Brut Nature,,Codorníu,12.2,0.75,Sparkling,Cava,Chardonnay,Blend,Conventional,Cataluña,DO Cava,11.5,dry elegant aromatic full pleasant_finish piquant highly_aromatic fruit green_apple fresh_grapes floral_scents menthol,4.2,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ancodbn_anv800_1675676117.png,https://www.vinissimus.com/en/cava/anna-de-codorniu-brut-nature/
Anna de Codorníu Brut Nature,,Codorníu,12.2,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,dry elegant aromatic full pleasant_finish piquant highly_aromatic fruit green_apple fresh_grapes floral_scents menthol,4.2,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ancodbn_anv800_1675676117.png,https://www.vinissimus.com/en/cava/anna-de-codorniu-brut-nature/
Anna de Codorníu Brut Nature,,Codorníu,12.2,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,dry elegant aromatic full pleasant_finish piquant highly_aromatic fruit green_apple fresh_grapes floral_scents menthol,4.2,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ancodbn_anv800_1675676117.png,https://www.vinissimus.com/en/cava/anna-de-codorniu-brut-nature/
Anna de Codorníu Brut Nature,,Codorníu,12.2,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,dry elegant aromatic full pleasant_finish piquant highly_aromatic fruit green_apple fresh_grapes floral_scents menthol,4.2,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ancodbn_anv800_1675676117.png,https://www.vinissimus.com/en/cava/anna-de-codorniu-brut-nature/
Casa Castillo Monastrell 2021,2021,Casa Castillo,15.8,0.75,Red,Red,Monastrell,Varietal,Organic,Murcia,Jumilla,14.5,refreshing light fruit-forward fresh fruit apple pear banana floral_scents honey white_flowers,4.1,37.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ccmon21_anv800_1675676230.png,https://www.vinissimus.com/en/wine/casa-castillo/
Codorníu 1551 Brut Nature,,Codorníu,9.0,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,good_acidity fresh oily rich with_volume fruit-forward long intense balanced very_aromatic aniseed menthol stone_fruit peach medlars citrus_fruit white_fruit pineapple lychee floral_scents,4.6,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cod1551_anv800_1657199386.png,https://www.vinissimus.com/en/cava/codorniu-brut-nature/
Codorníu 1551 Brut Nature,,Codorníu,9.0,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,good_acidity fresh oily rich with_volume fruit-forward long intense balanced very_aromatic aniseed menthol stone_fruit peach medlars citrus_fruit white_fruit pineapple lychee floral_scents,4.6,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cod1551_anv800_1657199386.png,https://www.vinissimus.com/en/cava/codorniu-brut-nature/
Codorníu 1551 Brut Nature,,Codorníu,9.0,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,good_acidity fresh oily rich with_volume fruit-forward long intense balanced very_aromatic aniseed menthol stone_fruit peach medlars citrus_fruit white_fruit pineapple lychee floral_scents,4.6,19.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cod1551_anv800_1657199386.png,https://www.vinissimus.com/en/cava/codorniu-brut-nature/
Sió 2020,2020,Bodega Ribas,28.0,0.75,Red,Red,Mantonegro,Blend,Organic,Islas Baleares,Mallorca,14.5,full fleshy sweet_tannins mineral highly_aromatic complex red_fruit spicy balsamic,4.6,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rbsio20_anv800.png,https://www.vinissimus.com/en/wine/sio/
Sió 2020,2020,Bodega Ribas,28.0,0.75,Red,Red,Syrah,Blend,Organic,Islas Baleares,Mallorca,14.5,full fleshy sweet_tannins mineral highly_aromatic complex red_fruit spicy balsamic,4.6,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rbsio20_anv800.png,https://www.vinissimus.com/en/wine/sio/
Sió 2020,2020,Bodega Ribas,28.0,0.75,Red,Red,Cabernet Sauvignon,Blend,Organic,Islas Baleares,Mallorca,14.5,full fleshy sweet_tannins mineral highly_aromatic complex red_fruit spicy balsamic,4.6,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rbsio20_anv800.png,https://www.vinissimus.com/en/wine/sio/
Sió 2020,2020,Bodega Ribas,28.0,0.75,Red,Red,Merlot,Blend,Organic,Islas Baleares,Mallorca,14.5,full fleshy sweet_tannins mineral highly_aromatic complex red_fruit spicy balsamic,4.6,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rbsio20_anv800.png,https://www.vinissimus.com/en/wine/sio/
Marqués de Cáceres Rosado 2021,2021,Marqués de Cáceres,8.8,0.75,Rosé,Rosé,Tempranillo,Blend,Conventional,La Rioja,Rioja,13.5,structured fruit exotic_fruit apple peach,4.6,24.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cacro21_anv800.png,https://www.vinissimus.com/en/wine/marques-de-caceres-rosado/
Marqués de Cáceres Rosado 2021,2021,Marqués de Cáceres,8.8,0.75,Rosé,Rosé,Garnacha,Blend,Conventional,La Rioja,Rioja,13.5,structured fruit exotic_fruit apple peach,4.6,24.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cacro21_anv800.png,https://www.vinissimus.com/en/wine/marques-de-caceres-rosado/
Murua Reserva 2015,2015,Bodegas Murua,19.4,0.75,Red,Red,Tempranillo,Blend,Conventional,Euskadi,Rioja,13.5,velvety elegant flavoursome fruit-forward ripe rounded fresh fruit cassis blackberry spicy toasty liquorice,4.8,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mures15_anv800.png,https://www.vinissimus.com/en/wine/murua-reserva/
Murua Reserva 2015,2015,Bodegas Murua,19.4,0.75,Red,Red,Graciano,Blend,Conventional,Euskadi,Rioja,13.5,velvety elegant flavoursome fruit-forward ripe rounded fresh fruit cassis blackberry spicy toasty liquorice,4.8,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mures15_anv800.png,https://www.vinissimus.com/en/wine/murua-reserva/
Murua Reserva 2015,2015,Bodegas Murua,19.4,0.75,Red,Red,Mazuelo,Blend,Conventional,Euskadi,Rioja,13.5,velvety elegant flavoursome fruit-forward ripe rounded fresh fruit cassis blackberry spicy toasty liquorice,4.8,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mures15_anv800.png,https://www.vinissimus.com/en/wine/murua-reserva/
Ribas Negre 2021,2021,Bodega Ribas,20.6,0.75,Red,Red,Mantonegro,Blend,Organic,Islas Baleares,Mallorca,14.5,tobacco pepper orange_peel harmonious fragrant black_fruit floral toasty,4.7,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ribne21_anv800.png,https://www.vinissimus.com/en/wine/ribas-negre/
Ribas Negre 2021,2021,Bodega Ribas,20.6,0.75,Red,Red,Merlot,Blend,Organic,Islas Baleares,Mallorca,14.5,tobacco pepper orange_peel harmonious fragrant black_fruit floral toasty,4.7,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ribne21_anv800.png,https://www.vinissimus.com/en/wine/ribas-negre/
Ribas Negre 2021,2021,Bodega Ribas,20.6,0.75,Red,Red,Syrah,Blend,Organic,Islas Baleares,Mallorca,14.5,tobacco pepper orange_peel harmonious fragrant black_fruit floral toasty,4.7,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ribne21_anv800.png,https://www.vinissimus.com/en/wine/ribas-negre/
Ribas Negre 2021,2021,Bodega Ribas,20.6,0.75,Red,Red,Cabernet Sauvignon,Blend,Organic,Islas Baleares,Mallorca,14.5,tobacco pepper orange_peel harmonious fragrant black_fruit floral toasty,4.7,17.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ribne21_anv800.png,https://www.vinissimus.com/en/wine/ribas-negre/
Perelada Blue Festival Brut Reserva,,Perelada,11.6,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,powerful rich black_fruit well-integrated_acidity long_finish persistent complex highly_aromatic fruit ripe_fruit figs dates,4.3,16.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pblue14_anv800.png,https://www.vinissimus.com/en/cava/perelada-blue-festival-brut-reserva/
Perelada Blue Festival Brut Reserva,,Perelada,11.6,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,powerful rich black_fruit well-integrated_acidity long_finish persistent complex highly_aromatic fruit ripe_fruit figs dates,4.3,16.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pblue14_anv800.png,https://www.vinissimus.com/en/cava/perelada-blue-festival-brut-reserva/
Perelada Blue Festival Brut Reserva,,Perelada,11.6,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,powerful rich black_fruit well-integrated_acidity long_finish persistent complex highly_aromatic fruit ripe_fruit figs dates,4.3,16.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pblue14_anv800.png,https://www.vinissimus.com/en/cava/perelada-blue-festival-brut-reserva/
Antonio Barbadillo Castillo de San Diego 2022,2022,Bodegas Barbadillo,10.6,0.75,White,White,Palomino Fino,Varietal,Conventional,Andalucía,Cádiz,12.0,expressive fresh fruit flavoursome pleasant fruit fresh_fruit toasty confectionery pastries,4.7,20.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/csadi22_anv800.png,https://www.vinissimus.com/en/wine/antonio-barbadillo-castillo-de-san-diego/
Vins Padró Negre (Bag in box 5L),,Vins Padró,38.8,5.0,Red,Red,Tempranillo,Blend,Conventional,Wines without GI,Wines without GI,13.0,aromatic elegant balsamic spicy ageing oak red_fruit smooth_tannins balanced fruit ageing spicy red_fruit,4.5,13.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bb3prng_anv800.png,https://www.vinissimus.com/en/wine/vins-padro-negre/
Vins Padró Negre (Bag in box 5L),,Vins Padró,38.8,5.0,Red,Red,Merlot,Blend,Conventional,Wines without GI,Wines without GI,13.0,aromatic elegant balsamic spicy ageing oak red_fruit smooth_tannins balanced fruit ageing spicy red_fruit,4.5,13.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bb3prng_anv800.png,https://www.vinissimus.com/en/wine/vins-padro-negre/
Habla del Silencio 2021,2021,Bodegas Habla,13.8,0.75,Red,Red,Syrah,Blend,Conventional,Extremadura,Extremadura,14.0,fresh good_acidity pleasant long ripe_fruit fennel hay ageing,4.4,67.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/hsiln21_anv800.png,https://www.vinissimus.com/en/wine/habla-del-silencio/
Habla del Silencio 2021,2021,Bodegas Habla,13.8,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Extremadura,Extremadura,14.0,fresh good_acidity pleasant long ripe_fruit fennel hay ageing,4.4,67.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/hsiln21_anv800.png,https://www.vinissimus.com/en/wine/habla-del-silencio/
Habla del Silencio 2021,2021,Bodegas Habla,13.8,0.75,Red,Red,Tempranillo,Blend,Conventional,Extremadura,Extremadura,14.0,fresh good_acidity pleasant long ripe_fruit fennel hay ageing,4.4,67.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/hsiln21_anv800.png,https://www.vinissimus.com/en/wine/habla-del-silencio/
Txakoli Ameztoi 2022,2022,Ameztoi,16.2,0.75,White,White,Hondarribi Zuri,Varietal,Conventional,Euskadi,Getariako Txakolina,11.0,fresh fruit-forward balanced fruit black_fruit plums redcurrants,4.3,26.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/amezt22_anv800.png,https://www.vinissimus.com/en/wine/txakoli-ameztoi/
Mía Freixenet Blanco 2021,2021,Freixenet,8.2,0.75,White,White,Macabeo,Blend,Conventional,Cataluña,Penedès,11.0,complex with_body flavoursome fruit good_acidity fresh rounded complex ripe_fruit ageing toasty balsamic dried_fruit and_nuts mineral,4.6,18.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/miabl21_anv800.png,https://www.vinissimus.com/en/wine/mia-freixenet-blanco/
Mía Freixenet Blanco 2021,2021,Freixenet,8.2,0.75,White,White,Parellada,Blend,Conventional,Cataluña,Penedès,11.0,complex with_body flavoursome fruit good_acidity fresh rounded complex ripe_fruit ageing toasty balsamic dried_fruit and_nuts mineral,4.6,18.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/miabl21_anv800.png,https://www.vinissimus.com/en/wine/mia-freixenet-blanco/
Mía Freixenet Blanco 2021,2021,Freixenet,8.2,0.75,White,White,Xarel·lo,Blend,Conventional,Cataluña,Penedès,11.0,complex with_body flavoursome fruit good_acidity fresh rounded complex ripe_fruit ageing toasty balsamic dried_fruit and_nuts mineral,4.6,18.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/miabl21_anv800.png,https://www.vinissimus.com/en/wine/mia-freixenet-blanco/
Mía Freixenet Blanco 2021,2021,Freixenet,8.2,0.75,White,White,Muscat of Alexandria,Blend,Conventional,Cataluña,Penedès,11.0,complex with_body flavoursome fruit good_acidity fresh rounded complex ripe_fruit ageing toasty balsamic dried_fruit and_nuts mineral,4.6,18.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/miabl21_anv800.png,https://www.vinissimus.com/en/wine/mia-freixenet-blanco/
Maior De Mendoza Fulget 2022,2022,Maior de Mendoza,13.8,0.75,White,White,Albariño,Varietal,Conventional,Galicia,Rías Baixas,13.0,structured smooth rounded long fruit spicy ageing ,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mdflg22_anv800.png,https://www.vinissimus.com/en/wine/maior-de-mendoza-fulget/
Enate Merlot-Merlot 2018,2018,Enate,29.8,0.75,Red,Red,Merlot,Varietal,Conventional,Aragón,Somontano,15.0,vivacious balanced_acidity saline long_finish citrus clean powerful citrus_fruit grapefruit stone_fruit peach,4.8,5.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/enamm17_anv800_1664195690.png,https://www.vinissimus.com/en/wine/enate-merlot-merlot/
Marqués de Cáceres Crianza 2019,2019,Marqués de Cáceres,11.6,0.75,Red,Red,Tempranillo,Blend,Conventional,La Rioja,Rioja,13.5,fresh sparkling fresh_fruit easy_to_drink pleasant aniseed tomato_leaf camomile_tea figs fig_tree_leaf pomegranate,4.5,21.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcacc18_anv800_1652276693.png,https://www.vinissimus.com/en/wine/marques-de-caceres-crianza/
Marqués de Cáceres Crianza 2019,2019,Marqués de Cáceres,11.6,0.75,Red,Red,Garnacha,Blend,Conventional,La Rioja,Rioja,13.5,fresh sparkling fresh_fruit easy_to_drink pleasant aniseed tomato_leaf camomile_tea figs fig_tree_leaf pomegranate,4.5,21.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcacc18_anv800_1652276693.png,https://www.vinissimus.com/en/wine/marques-de-caceres-crianza/
Marqués de Cáceres Crianza 2019,2019,Marqués de Cáceres,11.6,0.75,Red,Red,Graciano,Blend,Conventional,La Rioja,Rioja,13.5,fresh sparkling fresh_fruit easy_to_drink pleasant aniseed tomato_leaf camomile_tea figs fig_tree_leaf pomegranate,4.5,21.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcacc18_anv800_1652276693.png,https://www.vinissimus.com/en/wine/marques-de-caceres-crianza/
Mas de Canet Blanc 2021,2021,Tianna Negre - Ses Nines,10.8,0.75,White,White,Premsal,Blend,Conventional,Islas Baleares,Mallorca,12.0,lovely silky enveloping flavoursome long persistent floral_scents fruit exotic_fruit heady powerful expressive,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mctbl21_anv800.png,https://www.vinissimus.com/en/wine/mas-d-en-canet-blanc/
Mas de Canet Blanc 2021,2021,Tianna Negre - Ses Nines,10.8,0.75,White,White,Chardonnay,Blend,Conventional,Islas Baleares,Mallorca,12.0,lovely silky enveloping flavoursome long persistent floral_scents fruit exotic_fruit heady powerful expressive,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mctbl21_anv800.png,https://www.vinissimus.com/en/wine/mas-d-en-canet-blanc/
Mas de Canet Blanc 2021,2021,Tianna Negre - Ses Nines,10.8,0.75,White,White,Muscat Blanc à Petits Grains,Blend,Conventional,Islas Baleares,Mallorca,12.0,lovely silky enveloping flavoursome long persistent floral_scents fruit exotic_fruit heady powerful expressive,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mctbl21_anv800.png,https://www.vinissimus.com/en/wine/mas-d-en-canet-blanc/
